"","Assay","OlinkID","UniProt","Panel","estimate","Healthy Control","Sporadic","statistic","p.value","parameter","conf.low","conf.high","method","alternative","Adjusted_pval","Threshold","Comparison","EVENT_ID","RBD +/- Hyposomia"
"2418","IL2RB","OID20450","P14784","Inflammation",-0.118655137844612,0.339721052631579,0.458376190476191,-0.605971096520304,0.549767655011609,26.1024958342387,-0.521071238434273,0.28376096274505,"Welch Two Sample t-test","two.sided",0.963402366877486,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2419","SAMD9L","OID20536","Q8IVG5","Inflammation",0.210781601731602,1.85029523809524,1.63951363636364,0.578766034228467,0.566177026604722,37.8329835484149,-0.526592204640552,0.948155408103755,"Welch Two Sample t-test","two.sided",0.987455667253733,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2420","HSD11B1","OID20575","P28845","Inflammation",0.0661229437229438,0.363654761904762,0.297531818181818,0.570317223523764,0.572225962730366,33.8779394281265,-0.169528058089056,0.301773945534944,"Welch Two Sample t-test","two.sided",0.993297897569692,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2421","SPINK4","OID20509","O60575","Inflammation",0.117856277056277,0.777088095238095,0.659231818181818,0.55656354156937,0.580045946722507,55.9281066134333,-0.306356185614946,0.5420687397275,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2422","PLXNA4","OID20597","Q9HCM2","Inflammation",0.24295670995671,3.09904761904762,2.85609090909091,0.556636356084762,0.581312439970811,35.054409854864,-0.643081315377282,1.1289947352907,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2423","C1QA","OID20654","P02745","Inflammation",-0.0352362579281184,0.475104651162791,0.510340909090909,-0.543186006062715,0.589204505361671,54.8001438596658,-0.165248495265155,0.094775979408918,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2424","SRPK2","OID20502","P78362","Inflammation",0.160006060606061,1.54708333333333,1.38707727272727,0.540444932354781,0.591904202361928,39.7709177927233,-0.438468133648089,0.758480254860211,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2425","BACH1","OID20505","O14867","Inflammation",0.157187012987013,1.65426428571429,1.49707727272727,0.515201980985799,0.609293231958351,39.3635372809437,-0.459749452209932,0.774123478183958,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2426","JUN","OID20424","P05412","Inflammation",-0.0908098997493735,0.169271052631579,0.260080952380952,-0.512705618739526,0.61118743628835,37.2123767458141,-0.449617933331585,0.267998133832838,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2427","IL7","OID20535","P13232","Inflammation",0.148987012987013,1.67576428571429,1.52677727272727,0.508797214185755,0.613704806091894,39.7813889372483,-0.442929629796595,0.740903655770621,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2428","CXCL10","OID20697","P02778","Inflammation",-0.0834659090909091,-0.104297727272727,-0.0208318181818182,-0.509176692146334,0.613770000207556,35.6010444636913,-0.41604712086934,0.249115302687522,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2429","DFFA","OID20620","O00273","Inflammation",0.173172410147992,2.24698604651163,2.07381363636364,0.508509265203394,0.614078115264688,37.4602918764969,-0.516559680759365,0.862904501055348,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2430","PRSS8","OID20763","Q16651","Inflammation",0.0705590909090909,0.389372727272727,0.318813636363636,0.505539617375583,0.615249989276509,53.6670498289618,-0.209305350231469,0.350423532049651,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2431","CLSTN2","OID20664","Q9H4D0","Inflammation",0.0747866807610994,0.851513953488372,0.776727272727273,0.505974927078764,0.615534212412616,41.7718561993552,-0.223548372826859,0.373121734349058,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2432","RAB6A","OID20608","P20340","Inflammation",0.0974324675324676,-0.648785714285714,-0.746218181818182,0.491119089759256,0.625452466160239,50.9175282902294,-0.300865088669609,0.495730023734545,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2433","DAG1","OID20774","Q14118","Inflammation",0.098352272727273,1.19395681818182,1.09560454545455,0.489496636550511,0.627491714732838,35.613757667254,-0.3092966898811,0.506001235335645,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2434","DNAJA2","OID20627","O60884","Inflammation",0.225571881606765,2.73086279069767,2.50529090909091,0.457551124522615,0.649717102461646,40.5516388462411,-0.770392604996971,1.2215363682105,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2435","CXCL14","OID20458","O95715","Inflammation",-0.116914912280702,1.29971842105263,1.41663333333333,-0.456342510732303,0.650640312151719,39.5440105423105,-0.634900312903277,0.401070488341873,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2436","PRELP","OID20766","P51888","Inflammation",0.0373204545454545,0.666520454545454,0.6292,0.449381341971786,0.65473898101008,61.3973799007487,-0.128723586338715,0.203364495429624,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2437","MILR1","OID20482","Q7Z6M3","Inflammation",-0.0808527568922306,1.11427105263158,1.19512380952381,-0.445725240722422,0.658178942970037,40.338177395516,-0.447371945088593,0.285666431304131,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2438","ARHGEF12","OID20554","Q9NZN5","Inflammation",0.239227272727273,3.7384,3.49917272727273,0.443360979480296,0.660069856141611,37.2397396637213,-0.85382152820829,1.33227607366284,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2439","ITGA6","OID20528","P23229","Inflammation",0.112979004329004,-1.4495619047619,-1.56254090909091,0.438726834591901,0.662703747107447,51.2433782184834,-0.403945525739205,0.629903534397213,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2440","AXIN1","OID20582","O15169","Inflammation",0.210385281385281,2.82907619047619,2.61869090909091,0.43792576303457,0.663801916747966,39.8978898325011,-0.760643261922164,1.18141382469273,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2441","CD40","OID20724","P25942","Inflammation",-0.0956590909090909,1.50589090909091,1.60155,-0.4311773363605,0.668904942664499,36.0778242832666,-0.545569329643295,0.354251147825113,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2442","PRDX3","OID20483","P30048","Inflammation",-0.151502756892231,1.66022105263158,1.81172380952381,-0.429888643754617,0.669983441999601,34.0710761051712,-0.86765796065685,0.564652446872389,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2443","CXCL8","OID20631","P10145","Inflammation",0.0872449260042283,1.23837674418605,1.15113181818182,0.407742278755796,0.685392506415724,45.089546996945,-0.343690688974969,0.518180540983426,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2444","EIF4G1","OID20625","Q04637","Inflammation",0.230406131078224,3.25156976744186,3.02116363636364,0.401467735672596,0.690256876588974,39.1863004739246,-0.930258892665982,1.39107115482243,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2445","EDAR","OID20525","Q9UNE0","Inflammation",0.132479220779221,1.94029285714286,1.80781363636364,0.401249124381118,0.690364014724851,40.1564671664861,-0.534732199854608,0.799690641413049,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2446","FABP1","OID20778","P07148","Inflammation",0.124311363636364,0.949515909090909,0.825204545454545,0.398929630660271,0.692187988398268,37.832144434179,-0.506606603136567,0.755229330409295,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2447","LY75","OID20580","O60449","Inflammation",-0.054937445887446,0.69772619047619,0.752663636363636,-0.392604755825161,0.696496422580537,44.2474734639157,-0.336904635242287,0.227029743467395,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2448","GOPC","OID20551","Q9HD26","Inflammation",0.22175735930736,3.0660619047619,2.84430454545455,0.392529643542244,0.696813964847491,38.8203766268405,-0.921119290754347,1.36463400936907,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2449","FKBP1B","OID20618","P68106","Inflammation",0.16824133192389,1.26151860465116,1.09327727272727,0.38919593441344,0.699115401068158,41.6211928366015,-0.704368827101386,1.04085149094917,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2450","STX8","OID20531","Q9UNK0","Inflammation",0.111230735930736,1.21967619047619,1.10844545454545,0.387451038050707,0.700525506990126,39.0618435394374,-0.469420725358164,0.691882197219637,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2451","HCLS1","OID20648","P14317","Inflammation",0.146779492600423,0.216997674418605,0.0702181818181818,0.381679577330078,0.704494659245079,45.0202344702991,-0.627758690044085,0.921317675244931,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2452","NFATC1","OID20545","O95644","Inflammation",0.160535281385281,2.61747619047619,2.45694090909091,0.380799792581831,0.705428372199565,38.8094208459536,-0.692312467254759,1.01338303002532,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2453","CRHBP","OID20747","P24387","Inflammation",0.0333772727272728,0.539954545454545,0.506577272727273,0.365372619058143,0.716449371512296,47.6744014721606,-0.150329288197251,0.217083833651796,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2454","BID","OID20517","P55957","Inflammation",0.120208658008658,-1.27190952380952,-1.39211818181818,0.357964518499249,0.721959467188389,47.3883358552218,-0.555211149405984,0.795628465423301,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2455","TBC1D5","OID20521","Q92609","Inflammation",0.13180974025974,2.41851428571429,2.28670454545455,0.351158528017774,0.727279950018813,40.7184622887707,-0.626397897138441,0.890017377657921,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2456","ACTN4","OID20435","O43707","Inflammation",-0.0468328320802005,0.530405263157895,0.577238095238095,-0.347875851640042,0.730296466645754,30.8432303157558,-0.321459172187434,0.227793508027033,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2457","MGLL","OID20711","Q99685","Inflammation",0.183093181818182,3.21515227272727,3.03205909090909,0.343026841365003,0.73358871080213,35.7238650664802,-0.899708008544885,1.26589437218125,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2458","FASLG","OID20665","P48023","Inflammation",0.0381710359408034,0.166825581395349,0.128654545454545,0.342504884119209,0.733816281117179,38.8688014400502,-0.187275504130825,0.263617576012432,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2459","GMPR","OID20641","P36959","Inflammation",0.111281183932347,2.67047209302326,2.55919090909091,0.340651979806235,0.734942381417207,45.2431679173033,-0.546570755718826,0.76913312358352,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2460","IL17RB","OID20585","Q9NRM6","Inflammation",-0.0519569264069265,0.721347619047619,0.773304545454546,-0.339975392178333,0.735612160777274,40.9651722681976,-0.360602355619478,0.256688502805625,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2461","KLRB1","OID20629","Q12918","Inflammation",0.0282490486257928,0.609958139534884,0.581709090909091,0.332014902925607,0.741072705495512,58.1056022085272,-0.142057844366646,0.198555941618232,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2462","TANK","OID20474","Q92844","Inflammation",0.09456992481203,1.62218421052632,1.52761428571429,0.329851229425224,0.743258550877619,39.4272350465327,-0.485144385434371,0.674284235058431,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2463","TRIM21","OID20533","P19474","Inflammation",-0.0913437229437231,1.6993880952381,1.79073181818182,-0.328569324077076,0.744288767776604,37.9226033266705,-0.65417196172848,0.471484515841033,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2464","CXADR","OID20561","P78310","Inflammation",-0.0473601731601732,0.70362619047619,0.750986363636364,-0.325824605305588,0.746354892743361,37.7809791024477,-0.341671628676988,0.246951282356641,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2465","MGMT","OID20588","P16455","Inflammation",0.192003246753247,3.71682142857143,3.52481818181818,0.325230578972304,0.746682178590506,40.466759110185,-1.00073102431526,1.38473751782175,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2466","CCN2","OID20709","P29279","Inflammation",0.0569795454545454,0.936829545454545,0.87985,0.320036209180871,0.75042413120118,44.9398083784742,-0.301626559045788,0.415585649954878,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2467","HSPA1A","OID20718","P0DMV8","Inflammation",0.0930022727272728,1.14177045454545,1.04876818181818,0.315779447290397,0.753868602148433,38.6560268025684,-0.502883203908228,0.688887749362774,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2468","CD40LG","OID20616","P29965","Inflammation",0.130987526427061,1.7770511627907,1.64606363636364,0.315329372325896,0.754202443282705,38.7755453195132,-0.709391923469948,0.971366976324071,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2469","SHMT1","OID20714","P34896","Inflammation",0.149929545454545,1.96061136363636,1.81068181818182,0.311185104460824,0.757526123925515,34.6182223449251,-0.828565864955504,1.12842495586459,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2470","SPRY2","OID20475","O43597","Inflammation",-0.126349874686717,2.54122631578947,2.66757619047619,-0.292757222552047,0.771394100399213,35.8812977264886,-1.00174710269492,0.749047353321485,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2471","CCL22","OID20765","O00626","Inflammation",0.0442295454545454,0.443588636363636,0.399359090909091,0.291735374734033,0.771756252335242,47.6143891316647,-0.260663445744224,0.349122536653315,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2472","RABGAP1L","OID20447","Q5R372","Inflammation",-0.09350977443609,1.97944736842105,2.07295714285714,-0.291732162239578,0.772226972994727,34.7291146362237,-0.744407769387879,0.557388220515699,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2473","CD84","OID20607","Q9UIB8","Inflammation",0.0449348484848485,0.743916666666667,0.698981818181818,0.290351988278037,0.773243059505256,35.3598007037814,-0.269130237907138,0.358999934876835,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2474","CD6","OID20649","P30203","Inflammation",0.0375884778012685,0.149993023255814,0.112404545454545,0.289428586651536,0.774037793281409,33.4884278732809,-0.226490424311264,0.301667379913801,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2475","ARTN","OID20446","Q5T4W7","Inflammation",-0.0992142857142856,0.2128,0.312014285714286,-0.288273731504764,0.775095180264011,30.3757428131049,-0.801732518056913,0.603303946628342,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2476","IL1RL2","OID20487","Q9HB29","Inflammation",0.0289538847117795,0.545815789473684,0.516861904761905,0.279335209419195,0.781065628126375,53.4510420585721,-0.178906416495601,0.23681418591916,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2477","TNFRSF11B","OID20735","O00300","Inflammation",0.0305840909090909,0.547111363636364,0.516527272727273,0.278666819222103,0.781776923297739,45.0075073702839,-0.190465683598415,0.251633865416597,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2478","CXCL3","OID20788","P19876","Inflammation",0.135611363636364,2.94702045454545,2.81140909090909,0.277211846909332,0.783265000135046,34.6418562787894,-0.857879673836539,1.12910240110927,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2479","COL9A1","OID20550","P20849","Inflammation",0.0425597402597403,-0.127035714285714,-0.169595454545455,0.272445838674865,0.78688438304389,34.9077425589591,-0.274600654172764,0.359720134692245,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2480","SLAMF7","OID20602","Q9NQ25","Inflammation",0.0512212121212121,0.266516666666667,0.215295454545455,0.271124977378848,0.787469226814456,47.5193852879047,-0.32872926874219,0.431171692984614,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2481","FOXO1","OID20515","Q12778","Inflammation",0.117375541125541,2.4734619047619,2.35608636363636,0.268942884495269,0.789383815519983,39.2086335990256,-0.765243297879378,0.999994380130461,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2482","VASH1","OID20516","Q7L8A9","Inflammation",-0.0991902597402596,1.62796428571429,1.72715454545455,-0.266245116290941,0.791432923743148,39.5696035474058,-0.852401967864329,0.65402144838381,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2483","LAT","OID20640","O43561","Inflammation",0.129765010570825,2.76056046511628,2.63079545454545,0.262191131499504,0.794489065622183,40.9345368614289,-0.8698053494556,1.12933537059725,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2484","FXYD5","OID20463","Q96DB9","Inflammation",-0.0873388471177945,1.33474210526316,1.42208095238095,-0.261342091524502,0.795223586372221,38.4488868802675,-0.763619075158651,0.588941380923062,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2485","IL13","OID20430","P35225","Inflammation",-0.144842230576441,-3.48521842105263,-3.34037619047619,-0.260818593830651,0.795751083520173,35.2279043957262,-1.27197572784755,0.982291266694664,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2486","SPINT2","OID20720","O43291","Inflammation",0.0392818181818182,1.22757272727273,1.18829090909091,0.259905687268324,0.79605983755536,47.4988164899377,-0.26468584366719,0.343249480030826,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2487","PADI2","OID20467","Q9Y2J8","Inflammation",-0.0654912280701754,-0.119057894736842,-0.0535666666666667,-0.260284161844264,0.796147691788136,35.5168783296029,-0.576029895771531,0.44504743963118,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2488","TNFRSF14","OID20783","Q92956","Inflammation",-0.0257454545454545,0.714590909090909,0.740336363636364,-0.258656783788432,0.796948544885286,50.639355698149,-0.225605264550316,0.174114355459407,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2489","LGALS4","OID20748","P56470","Inflammation",0.0469840909090908,1.35679318181818,1.30980909090909,0.254960165602117,0.79990905903017,45.2523679147345,-0.324118008627411,0.418086190445592,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2490","HEXIM1","OID20589","O94992","Inflammation",0.104183982683983,2.50319761904762,2.39901363636364,0.251329710391256,0.802944081648825,37.1550252699774,-0.735617542133834,0.943985507501799,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2491","WNT9A","OID20460","O14904","Inflammation",0.0388583959899749,1.30386315789474,1.26500476190476,0.250866915531294,0.803033581894062,46.0263758066471,-0.272927175801296,0.350643967781246,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2492","METAP1D","OID20519","Q6UB28","Inflammation",0.107735714285714,2.46048571428571,2.35275,0.247789976192638,0.805769893123303,34.4035734837989,-0.775474952600341,0.99094638117177,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2493","BTN3A2","OID20540","P78410","Inflammation",-0.0299051948051947,1.08788571428571,1.11779090909091,-0.239433351051081,0.811963338712919,40.9716408351789,-0.282150905061177,0.222340515450788,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2494","DAPP1","OID20524","Q9UN19","Inflammation",0.181808658008658,4.02729047619048,3.84548181818182,0.23254449305409,0.817409001290227,36.646598086638,-1.4028312453117,1.76644856132901,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2495","TNFRSF4","OID20653","P43489","Inflammation",-0.0200375264270614,0.590548837209302,0.610586363636364,-0.231410470249673,0.81779392711038,59.1992884792111,-0.193288865373216,0.153213812519094,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2496","ANXA11","OID20583","P50995","Inflammation",0.122496753246753,0.884778571428571,0.762281818181818,0.223814379143092,0.823926125835998,44.4994852586317,-0.980192637758492,1.225186144252,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2497","IL5","OID20472","P05113","Inflammation",-0.213123558897243,-1.69234736842105,-1.47922380952381,-0.222890486610038,0.824636768606262,44.6725342475157,-2.13935986095734,1.71311274316285,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2498","NCK2","OID20683","O43639","Inflammation",0.0993749999999998,2.33777954545455,2.23840454545455,0.220244823028215,0.826830599765231,38.9579350353519,-0.813299572160321,1.01204957216032,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2499","CTSC","OID20679","P53634","Inflammation",0.0283454545454545,0.134863636363636,0.106518181818182,0.215255397097392,0.830584326734999,43.0681085339015,-0.237206274633701,0.29389718372461,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2500","SH2D1A","OID20514","O60880","Inflammation",-0.0697214285714285,1.29217857142857,1.3619,-0.21404603540833,0.831747176983312,35.1736459964851,-0.730873829504168,0.591430972361311,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2501","BCL2L11","OID20513","O43521-2","Inflammation",0.0284863636363635,1.0592,1.03071363636364,0.213306694270534,0.832097794914375,42.9184507857694,-0.240850632065036,0.297823359337763,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2502","CRIM1","OID20701","Q9NZV1","Inflammation",0.0148136363636364,0.877209090909091,0.862395454545455,0.208981111970525,0.835263519988588,53.0403212757442,-0.127361243776935,0.156988516504208,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2503","PRKCQ","OID20468","Q04759","Inflammation",0.0264251879699249,0.464539473684211,0.438114285714286,0.207425557795735,0.836719820186127,40.3900741039165,-0.230974311196789,0.283824687136639,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2504","IRAK4","OID20577","Q9NWZ3","Inflammation",0.130054545454545,3.4775,3.34744545454545,0.20411418576248,0.839312293566136,39.5004048236664,-1.15821279624826,1.41832188715735,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2505","TRIM5","OID20526","Q9C035","Inflammation",0.079749350649351,2.26553571428571,2.18578636363636,0.194492117272362,0.846799654304432,39.0202103935818,-0.749619049732812,0.909117751031514,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2506","ANGPTL2","OID20726","Q9UKU9","Inflammation",-0.0299227272727273,0.602304545454545,0.632227272727273,-0.1938616366332,0.847393175615118,35.3743951419401,-0.343153299849091,0.283307845303637,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2507","CCL17","OID20745","Q92583","Inflammation",0.0652886363636365,1.35520227272727,1.28991363636364,0.189581355041384,0.850462975494943,46.4635902829977,-0.627732223066891,0.758309495794164,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2508","NUB1","OID20510","Q9Y5A7","Inflammation",0.0790636363636364,0.97925,0.900186363636364,0.184902556061322,0.854207777513105,41.424685162775,-0.784215693373459,0.942342966100732,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2509","MPIG6B","OID20779","O95866","Inflammation",0.0987772727272724,2.94703636363636,2.84825909090909,0.18182925941102,0.856742536053246,35.7944148033429,-1.00318813105648,1.20074267651103,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2510","IL17F","OID20456","Q96PD4","Inflammation",0.0409043859649123,0.216871052631579,0.175966666666667,0.181348798290312,0.856980115881798,41.3366742022882,-0.414503402976216,0.49631217490604,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2511","TIMP3","OID20684","P35625","Inflammation",0.0597545454545454,1.61859090909091,1.55883636363636,0.172540386935723,0.863738421223357,47.9842959491969,-0.636578550601526,0.756087641510617,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
"2512","IL17C","OID20477","Q9P0M4","Inflammation",0.0408165413533834,1.07257368421053,1.03175714285714,0.171198740891184,0.864850115748289,44.1286282785753,-0.439640042143509,0.521273124850275,"Welch Two Sample t-test","two.sided",0.998590240307225,"Non-significant","Healthy Control vs Sporadic","V04",NA
